"","무인교통단속카메라관리번호","시도명","시군구명","도로종류","도로노선번호","도로노선명","도로노선방향","소재지도로명주소","소재지지번주소"
"14070","H0012","경상북도","문경","시도","","점촌로",2,"경상북도 상주시 함창읍 함창로 595","경상북도 상주시 함창읍 윤직리 621-1"
"14071","H0013","경상북도","상주","시도","","함창로",2,"경상북도 상주시 함창읍 함창로 595","경상북도 상주시 함창읍 윤직리 621-2"
"14072","신호, 속도","인천광역시","연수구","구도","","한나루로",1,"인천광역시 연수구 한나루로","인천광역시 연수구 406"
"14073","신호, 속도","인천광역시","연수구","구도","","비류대로",1,"인천광역시 연수구 비류대로",""
"14074","신호, 속도","인천광역시","연수구","구도","","해돋이로",1,"인천광역시 연수구 해돋이로",""
"14075","신호, 속도","인천광역시","연수구","구도","","컨벤시아대로",1,"인천광역시 연수구 컨벤시아대로 252",""
"14076","F4659","경기도","용인시","시도","해당없음","성복2로",3,"","경기도 용인시 수지구 성복동 727"
"14077","G5184","전라북도","임실군","일반국도","30번","임진로",NA,"","전라북도 임실군 성수면 양지리 779-9"
"14078","G5373","전라북도","고창군","일반국도","23번","고인돌대로",NA,"","전라북도 고창군 대산면 춘산리 854-8"
"14079","G9971","경상북도","경산","시도","","하양로",1,"경상북도 경산시 와촌면 하양로 353","경상북도 경산시 와촌면 용천리 816"
"14080","G9972","경상북도","경산","시도","","하양로",1,"경상북도 칠곡군 왜관읍 2산업단지2길 141","경상북도 칠곡군 왜관읍 낙산리 655-4"
"14081","G9973","경상북도","칠곡","지방도","67호","강변대로",2,"경상북도 칠곡군 석적읍 반계2길 23","경상북도 칠곡군 석적읍 반계리 254-3"
"14082","G9974","경상북도","칠곡","지방도","79호","호국로",2,"경상북도 영주시 장수면 장수로 36","경상북도 영주시 장수면 반구리 1054-7"
"14083","G9975","경상북도","영주","시도","","장수로",2,"경상북도 영주시 광복로 90","경상북도 영주시 하망동 145-28"
"14084","G9976","경상북도","영주","지방도","935호","광복로",1,"경상북도 영주시 선비로 247","경상북도 영주시 영주동 485-21"
"14085","G9977","경상북도","영주","시도","","선비로",2,"경상북도 영주시 안정면 신재로 544","경상북도 영주시 안정면 신전리 90-11"
"14086","G9978","경상북도","영주","시도","","신재로",1,"경상북도 문경시 신기1길 85","경상북도 문경시 신기동 67-173"
"14087","G9979","경상북도","문경","시도","","신기4길",1,"경상북도 문경시 산양면 산양로 49","경상북도 문경시 산양면 존도리 69-14"
"14088","G9980","경상북도","문경","시도","","산양로",2,"경상북도 문경시 유곡불정로 153-1","경상북도 문경시 유곡동 214-3"
"14089","G9981","경상북도","문경","시도","","유곡불정로",1,"경상북도 문경시 진곡길 155","경상북도 문경시 공평동 862-2"
"14090","G9982","경상북도","문경","시도","","진곡길",2,"경상북도 문경시 가은읍 갈전1길 59","경상북도 문경시 가은읍 갈전리 482"
"14091","G9983","경상북도","문경","시도","","은성로",2,"경상북도 문경시 공평로 38","경상북도 문경시 공평동 402-15"
"14092","G9984","경상북도","문경","시도","","공평로",2,"경상북도 경주시 안강읍 구부랑길 65","경상북도 경주시 안강읍 산대리 2388"
"14093","G9985","경상북도","경주","시도","","구부랑길",2,"경상북도 봉화군 재산면 재산로 511-1","경상북도 봉화군 재산면 현동리 740-6"
"14094","G9986","경상북도","봉화","지방도","918호","재산로",1,"경상북도 봉화군 재산면 재산로 511-1","경상북도 봉화군 재산면 현동리 740-6"
"14095","G9987","경상북도","봉화","지방도","918호","재산로",1,"경상북도 봉화군 명호면 노루목재길 31","경상북도 봉화군 명호면 도천리 242-5"
"14096","G9988","경상북도","봉화","군도","","노루목재길",1,"경상북도 봉화군 춘양면 서동길 9","경상북도 봉화군 춘양면 의양리 340"
"14097","G9989","경상북도","봉화","군도","","서동길",1,"경상북도 봉화군 춘양면 서동길 9","경상북도 봉화군 춘양면 의양리 340"
"14098","G9990","경상북도","봉화","군도","","서동길",1,"경상북도 봉화군 법전면 법전로 130","경상북도 봉화군 법전면 법전리 78-7"
"14099","G9991","경상북도","봉화","군도","","법전로",1,"경상북도 봉화군 봉성면 다덕로 527","경상북도 봉화군 봉성면 동양리 464-2"
"14100","F4649","경기도","용인시","시도","해당없음","신수로",3,"","경기도 용인시 기흥구 보정동 1019-797"
"14101","G5182","전라북도","완주군","군도","해당없음","이서로",NA,"","전라북도 완주군 이서면 상개리 560-3"
"14102","G5183","전라북도","임실군","군도","해당없음","인덕로",NA,"","전라북도 임실군 덕치면 일중리 214-2"
"14103","G9948","경상북도","구미","시도","","송동로",2,"경상북도 구미시 원남로 145","경상북도 구미시 원평동 456-1"
"14104","G9949","경상북도","구미","시도","","백산로",2,"경상북도 구미시 신비로7길 55","경상북도 구미시 신평동 70-2"
"14105","G9950","경상북도","구미","시도","","낙동강변로",2,"경상북도 구미시 수출대로 228","경상북도 구미시 공단동 342"
"14106","G9951","경상북도","구미","시도","","낙동강변로",1,"경상북도 구미시 수출대로 228","경상북도 구미시 공단동 342"
"14107","G9952","경상북도","구미","시도","","낙동강변로",2,"경상북도 구미시 신비로 39","경상북도 구미시 공단동 601"
"14108","G9953","경상북도","구미","시도","","신비로",1,"경상북도 영주시 대학로 166","경상북도 영주시 가흥동 1933"
"14109","G9954","경상북도","영주","시도","","대학로",2,"경상북도 구미시 봉곡로 131","경상북도 구미시 봉곡동 276-7"
"14110","G9955","경상북도","구미","시도","","봉곡로",1,"경상북도 구미시 야은로 452","경상북도 구미시 도량동 564-12"
"14111","G9956","경상북도","구미","시도","","야은로",1,"경상북도 영양군 일월면 감북골길 2","경상북도 영양군 일월면 주곡리 43-9"
"14112","G9957","경상북도","영양","지방도","918호","재일로",2,"경상북도 영양군 일월면 감북골길 2","경상북도 영양군 일월면 주곡리 43-9"
"14113","G9958","경상북도","영양","지방도","918호","재일로",1,"","경상북도 구미시 양호동 770"
"14114","G9959","경상북도","구미","일반국도","33호","국도대체우회도로",1,"경상북도 구미시 산호대로 521","경상북도 구미시 양호동 304"
"14115","G9960","경상북도","구미","일반국도","33호","국도대체우회도로",1,"경상북도 칠곡군 왜관읍 구상길 203-1","경상북도 칠곡군 왜관읍 왜관리 785-109"
"14116","G9961","경상북도","칠곡","군도","","구상길",2,"경상북도 칠곡군 기산면 주산로 1198","경상북도 칠곡군 기산면 죽전리 251-6"
"14117","G9963","경상북도","칠곡","군도","","주산로",2,"경상북도 상주시 화북면 입석3길 51","경상북도 상주시 화북면 입석리 143"
"14118","G9964","경상북도","상주","지방도","32호","문장로",2,"경상북도 상주시 화북면 입석3길 51","경상북도 상주시 화북면 입석리 143"
"14119","G9965","경상북도","상주","지방도","32호","문장로",2,"경상북도 칠곡군 동명면 한티로 563","경상북도 칠곡군 동명면 기성리 228-5"
"14120","G9966","경상북도","칠곡","군도","","한티로",1,"경상북도 칠곡군 북삼읍 시덕로 313","경상북도 칠곡군 북삼읍 오평리 864-2"
"14121","G9967","경상북도","칠곡","군도","","시덕로",1,"","경상북도 칠곡군 왜관읍 금남리 899"
"14122","G9968","경상북도","칠곡","군도","","용산로",1,"경상북도 군위군 효령면 치산효령로 2385-4","경상북도 군위군 효령면 중구리 195-6"
"14123","G9969","경상북도","군위","지방도","919호","치산효령로",1,"경상북도 군위군 효령면 용매로 960","경상북도 군위군 효령면 고곡리 953-3"
"14124","G9970","경상북도","군위","군도","","용매로",1,"경상북도 경산시 와촌면 하양로 361","경상북도 경산시 와촌면 용천리 823"
"14125","G8258","대구광역시","달성","시도","시도 번호없음","테크노북로",2,"대구광역시 달성군 테크노북로 4길11","대구광역시 달성군 현풍읍 중리 480-4"
"14126","G5054","전라북도","김제시","지방도","702번","지평선로",NA,"","전라북도 김제시 광활면 옥포리 673-99"
"14127","G5055","전라북도","김제시","시도","해당없음","도작로",NA,"","전라북도 김제시 흥사동 162-12"
"14128","G5056","전라북도","김제시","시도","해당없음","두월로",NA,"","전라북도 김제시 검산동 227-3"
"14129","G5057","전라북도","김제시","지방도","711번","만경로",NA,"전라북도 김제시 청하면 만경로 1485",""
"14130","G5058","전라북도","완주군","군도","해당없음","완주산단9로",NA,"","전라북도 완주군 봉동읍 둔산리 872"
"14131","G5059","전라북도","부안군","일반국도","30번","청자로",NA,"","전라북도 부안군 진서면 진서리 1038-1"
"14132","G5060","전라북도","부안군","일반국도","30번","청자로",NA,"","전라북도 부안군 진서면 진서리 산134-1"
"14133","G5062","전라북도","익산시","지방도","722번","무왕로",NA,"전라북도 익산시 왕궁면 왕궁농공단지길 7-17",""
"14134","G5063","전라북도","익산시","지방도","720번","무왕로",NA,"","전라북도 익산시 금마면 동고도리 926-3"
"14135","G5064","전라북도","익산시","지방도","720번","무왕로",NA,"전라북도 익산시 금마면 무왕로 1834",""
"14136","G5065","전라북도","순창군","일반국도","29번","순정로",NA,"전라북도 순창군 쌍치면 순정로 878",""
"14137","G5066","전라북도","순창군","일반국도","29번","순정로",NA,"전라북도 순창군 쌍치면 순정로 878",""
"14138","G5067","전라북도","익산시","시도","해당없음","고봉로",NA,"","전라북도 익산시 영등동 532-1"
"14139","G5068","전라북도","익산시","시도","해당없음","동서로",NA,"","전라북도 익산시 모현동1가 16-1"
"14140","G5069","전라북도","익산시","시도","해당없음","서동로",NA,"","전라북도 익산시 마동 378"
"14141","G5070","전라북도","익산시","일반국도","1번","호남로",NA,"","전라북도 익산시 왕궁면 온수리 산10-5"
"14142","G5071","전라북도","함양군","고속국도","35번","통영대전고속도로",NA,"","경상남도 함양군 서상면 옥산리 626-3"
"14143","G5072","전라북도","함양군","고속국도","35번","통영대전고속도로",NA,"","경상남도 함양군 서하면 황산리 산106-3"
"14144","G5179","전라북도","덕진구","시도","해당없음","만성서로",NA,"전라북도 전주시 덕진구 가인로 33","전라북도 전주시 덕진구 만성동 1258-3"
"14145","G5180","전라북도","완주군","일반국도","26번","전진로",NA,"","전라북도 완주군 소양면 화심리 524-1"
"14146","G5181","전라북도","완주군","일반국도","17번","대둔산로",NA,"","전라북도 완주군 운주면 장선리 153-2"
"14147","31","전라북도","군산시","시도","","신지길",1,"전라북도 군산시 신지길 19",""
"14148","32","전라북도","군산시","시도","","나운안1길",1,"전라북도 군산시 나운안1길 24",""
"14149","33","전라북도","군산시","시도","","미장남로",1,"전라북도 군산시 미장남로 100",""
"14150","G4778","전라북도","남원시","시도","해당없음","섬진로",NA,"","전라북도 남원시 대강면 사석리 506-7"
"14151","G4779","전라북도","남원시","시도","해당없음","섬진로",NA,"전라북도 남원시 대강면 섬진로 804",""
"14152","G4780","전라북도","남원시","시도","해당없음","이백로",NA,"","전라북도 남원시 이백면 서곡리 90-1"
"14153","G4781","전라북도","남원시","시도","해당없음","이백로",NA,"","전라북도 남원시 이백면 서곡리 58"
"14154","G4782","전라북도","남원시","지방도","730번","노송로",NA,"","전라북도 남원시 송동면 신평리 259"
"14155","G4783","전라북도","남원시","시도","해당없음","물머리로",NA,"","전라북도 남원시 송동면 양평리 493-15"
"14156","G4784","전라북도","남원시","시도","해당없음","물머리로",NA,"","전라북도 남원시 송동면 연산리 337-5"
"14157","G4785","전라북도","남원시","지방도","730번","노송로",NA,"","전라북도 남원시 노암동 607-4"
"14158","G4786","전라북도","남원시","지방도","730번","노송로",NA,"","전라북도 남원시 노암동 607-4"
"14159","G5041","전라북도","부안군","일반국도","23번","부안로",NA,"","전라북도 부안군 동진면 장등리 996-4"
"14160","G5042","전라북도","부안군","일반국도","26번","하원로",NA,"","전라북도 부안군 백산면 용계리 1120-1"
"14161","G5043","전라북도","부안군","일반국도","30번","변산로",NA,"","전라북도 부안군 변산면 운산리 404-44"
"14162","G5044","전라북도","부안군","지방도","710번","영주로",NA,"","전라북도 부안군 줄포면 파산리 485-12"
"14163","G5045","전라북도","부안군","일반국도","30번","변산로",NA,"","전라북도 부안군 하서면 백련리 1003-9"
"14164","G5046","전라북도","부안군","지방도","705번","용암로",NA,"","전라북도 부안군 부안읍 모산리 650-4"
"14165","G5047","전라북도","부안군","지방도","705번","용암로",NA,"","전라북도 부안군 부안읍 행중리 195"
"14166","G5048","전라북도","부안군","일반국도","23번","부안로",NA,"","전라북도 부안군 줄포면 줄포리 730"
"14167","G5049","전라북도","부안군","일반국도","23번","부안로",NA,"","전라북도 부안군 줄포면 줄포리 834-2"
"14168","G5050","전라북도","김제시","시도","해당없음","아리랑로",NA,"","전라북도 김제시 순동 645-35"
"14169","G5051","전라북도","김제시","지방도","716번","콩쥐팥쥐로",NA,"","전라북도 김제시 용지면 부교리 산1-5"
"14170","G5052","전라북도","김제시","시도","해당없음","하공로",NA,"","전라북도 김제시 하동 344-10"
"14171","G5053","전라북도","김제시","시도","해당없음","하공로",NA,"","전라북도 김제시 흥사동 299-30"
"14172","128","경기도","안산시 단원구","시도","0","광덕동로",3,"","경기도 안산시 단원구 고잔동 782"
"14173","29","전라북도","군산시","시도","","월명로",1,"전라북도 군산시 옥산면 월명로 55",""
"14174","30","전라북도","군산시","시도","","월명로",1,"전라북도 군산시 옥산면 월명로 55",""
"14175","G8257","대구광역시","달성","시도","시도 번호없음","테크노북로",1,"대구광역시 달성군 테크노북로 5길 5","대구광역시 달성군 유가읍 봉리 645"
"14176","G4543","전라북도","덕진구","시도","해당없음","초포로",NA,"","전라북도 전주시 덕진구 호성동2가 764-5"
"14177","G4544","전라북도","정읍시","일반국도","29번","영원교차로",NA,"","전라북도 정읍시 영원면 은선리 634-6"
"14178","G4545","전라북도","정읍시","일반국도","29번","영원교차로",NA,"","전라북도 정읍시 영원면 은선리 922"
"14179","G4546","전라북도","정읍시","시도","해당없음","서부산업도로",NA,"","전라북도 정읍시 상평동 132-3"
"14180","G4547","전라북도","정읍시","시도","해당없음","서부산업도로",NA,"전라북도 정읍시 서부산업도로 194","전라북도 정읍시 상평동 99-11"
"14181","G4548","전라북도","정읍시","지방도","736번","말목장터로",NA,"","전라북도 정읍시 이평면 창동리 220-5"
"14182","G4549","전라북도","정읍시","시도","해당없음","암축길",NA,"","전라북도 정읍시 칠보면 백암리 1561-28"
"14183","G4550","전라북도","익산시","시도","해당없음","하나로",NA,"","전라북도 익산시 어양동 278-75"
"14184","G4551","전라북도","익산시","지방도","711번","함안로",NA,"","전라북도 익산시 함라면 함열리 47-3"
"14185","G4552","전라북도","익산시","지방도","711번","함안로",NA,"","전라북도 익산시 함라면 함열리 138-4"
"14186","G4774","전라북도","부안군","군도","해당없음","석정로",NA,"","전라북도 부안군 부안읍 봉덕리 530-1"
"14187","G4775","전라북도","익산시","시도","해당없음","동서로",NA,"","전라북도 익산시 어양동 620"
"14188","G4776","전라북도","익산시","시도","해당없음","동서로",NA,"","전라북도 익산시 어양동 510-42"
"14189","G4777","전라북도","진안군","일반국도","30번","진무로",NA,"","전라북도 진안군 상전면 용평리 161"
"14190","G9939","경상북도","구미","일반국도","33호","선산대로",1,"경상북도 구미시 박정희로 272","경상북도 구미시 사곡동 603-28"
"14191","G9940","경상북도","구미","시도","","박정희로",2,"경상북도 구미시 수출대로 179","경상북도 구미시 공단동 174"
"14192","G9941","경상북도","구미","지방도","514호","수출대로",2,"경상북도 구미시 송원서로2길 67","경상북도 구미시 원평동 1064-7"
"14193","G9942","경상북도","구미","지방도","514호","구미중앙로",1,"경상북도 구미시 구미중앙로 272","경상북도 구미시 송정동 441"
"14194","G9943","경상북도","구미","지방도","514호","구미중앙로",1,"경상북도 구미시 산업로 154","경상북도 구미시 원평동 336-22"
"14195","G9944","경상북도","구미","시도","","산업로",2,"경상북도 구미시 산업로 152","경상북도 구미시 원평동 334-17"
"14196","G9945","경상북도","구미","시도","","산업로",1,"경상북도 울진군 매화면 동해대로 2871-12","경상북도 울진군 매화면 덕신리 404-7"
"14197","G9947","경상북도","울진","일반국도","7호","동해대로",1,"경상북도 구미시 송동로 185","경상북도 구미시 도량동 34-1"
"14198","28","전라북도","군산시","일반국도","26번","번영로",1,"전라북도 군산시 번영로 200",""
"14199","G8256","대구광역시","달성","지방도","30호선","가창로",1,"대구광역시 달성군 가창면 가창로 640","대구광역시 달성군 가창면 대일리 370-1"
"14200","G4186","전라북도","장수군","일반국도","19번","장수로",NA,"","전라북도 장수군 번암면 국포리 59-2"
"14201","G4187","전라북도","완산구","시도","해당없음","쑥고개로",NA,"","전라북도 전주시 완산구 효자동2가 1137-1"
"14202","G4188","전라북도","완산구","시도","해당없음","천잠로",NA,"","전라북도 전주시 완산구 삼천동2가 73-1"
"14203","G4189","전라북도","완산구","시도","해당없음","천잠로",NA,"","전라북도 전주시 완산구 효자동2가 1363"
"14204","G4319","전라북도","임실군","일반국도","17번","춘향로",NA,"전라북도 임실군 성수면 오류3길 6",""
"14205","G4320","전라북도","임실군","일반국도","17번","춘향로",NA,"전라북도 임실군 오수면 봉천1길 6","전라북도 임실군 오수면 봉천리 636-65"
"14206","G4321","전라북도","임실군","일반국도","17번","춘향로",NA,"전라북도 임실군 관촌면 두곡5길 14-2","전라북도 임실군 관촌면 용산리 262-7"
"14207","G4322","전라북도","임실군","일반국도","17번","춘향로",NA,"전라북도 임실군 임실읍 춘향로 3007","전라북도 임실군 임실읍 두곡리 195-8"
"14208","G4323","전라북도","임실군","일반국도","17번","춘향로",NA,"전라북도 임실군 관촌면 신덕평로 1998",""
"14209","G4324","전라북도","임실군","일반국도","30번","호국로",NA,"전라북도 임실군 임실읍 호국로 1786-1",""
"14210","G4325","전라북도","임실군","일반국도","30번","호국로",NA,"","전라북도 임실군 임실읍 이도리 380-2"
"14211","G4531","전라북도","덕진구","시도","해당없음","팔과정로",NA,"","전라북도 전주시 덕진구 팔복동3가 419"
"14212","G4532","전라북도","덕진구","시도","해당없음","팔과정로",NA,"전라북도 전주시 덕진구 팔과정로 116",""
"14213","G4533","전라북도","정읍시","지방도","708번","입암로",NA,"","전라북도 정읍시 입암면 하부리 309-3"
"14214","G4534","전라북도","정읍시","지방도","708번","입암로",NA,"","전라북도 정읍시 입암면 하부리 972"
"14215","G4535","전라북도","무주군","일반국도","30번","라제통문로",NA,"","전라북도 무주군 설천면 소천리 462-2"
"14216","G4536","전라북도","부안군","지방도","736번","고인돌로",NA,"","전라북도 부안군 상서면 용서리 247-5"
"14217","G4537","전라북도","부안군","지방도","736번","고인돌로",NA,"","전라북도 부안군 상서면 용서리 247-5"
"14218","G4538","전라북도","부안군","지방도","736번","고인돌로",NA,"","전라북도 부안군 상서면 통정리 505-3"
"14219","G4539","전라북도","임실군","일반국도","30번","태산로",NA,"","전라북도 임실군 덕치면 회문리 산43-5"
"14220","G4540","전라북도","임실군","일반국도","30번","임진로",NA,"","전라북도 임실군 성수면 양지리 91-1"
"14221","G4541","전라북도","임실군","일반국도","13번","충효로",NA,"","전라북도 임실군 지사면 방계리 556-1"
"14222","G4542","전라북도","장수군","일반국도","13번","장천로",NA,"","전라북도 장수군 천천면 장판리 314"
"14223","서05-409","서울특별시","서대문구","기타","홍연길","홍연길",3,"서울특별시 서대문구 홍연길 63-1",""
"14224","서03-403","서울특별시","서대문구","기타","북아현로","북아현로",3,"","서울특별시 서대문구 북아현동 210-24"
"14225","주정차 단속 - 001","충청북도","제천시","시도","","의림대로",3,"","충청북도 제천시 인성동 210-3"
"14226","주정차 단속 - 002","충청북도","제천시","시도","","의림대로",3,"충청북도 제천시 의림대로 112(중앙로1가)","충청북도 제천시 중앙로1가 113-9"
"14227","주정차 단속 - 003","충청북도","제천시","시도","","의림대로",3,"충청북도 제천시 의림대로 122(중앙로2가)","충청북도 제천시 중앙로2가 150-1"
"14228","주정차 단속 - 004","충청북도","제천시","시도","","의림대로",3,"","충청북도 제천시 중앙로2가 165"
"14229","주정차 단속 - 005","충청북도","제천시","시도","","의림대로",3,"충청북도 제천시 칠성로 79(중앙로2가)","충청북도 제천시 중앙로2가 69-20"
"14230","주정차 단속 - 006","충청북도","제천시","시도","","의림대로",3,"","충청북도 제천시 중앙로2가 66-18"
"14231","주정차 단속 - 007","충청북도","제천시","시도","","의림대로",3,"충청북도 제천시 의림대로 222(청전동)","충청북도 제천시 청전동 125-7"
"14232","주정차 단속 - 008","충청북도","제천시","시도","","의림대로33길",3,"충청북도 제천시 의림대로33길 32(청전동)","충청북도 제천시 청전동 655"
"14233","주정차 단속  -009","충청북도","제천시","시도","","내제로",3,"충청북도 제천시 성봉로4길 3-5(청전동)","충청북도 제천시 청전동 411-2"
"14234","주정차 단속 - 010","충청북도","제천시","시도","","독순로",3,"충청북도 제천시 독순로 83(중앙로2가)","충청북도 제천시 중앙로2가 124"
"14235","주정차 단속 - 011","충청북도","제천시","시도","","의림대로",3,"","충청북도 제천시 영천동 413"
"14236","주정차 단속 - 012","충청북도","제천시","시도","","의림대로",3,"충청북도 제천시 의림대로 8-4(화산동)","충청북도 제천시 화산동 208-23"
"14237","주정차 단속 - 143","충청북도","제천시","시도","","하소로",3,"충청북도 제천시 용두대로21길 15(하소동)","충청북도 제천시 하소동 51"
"14238","주정차 단속 - 014","충청북도","제천시","시도","","독순로",3,"","충청북도 제천시 의림동 175-3"
"14239","주정차 단속 - 015","충청북도","제천시","시도","","명륜로",3,"","충청북도 제천시 의림동 191-2"
"14240","주정차 단속 - 016","충청북도","제천시","시도","","동명로",3,"충청북도 제천시 동명로 77(명동)","충청북도 제천시 명동 68"
"14241","주정차 단속 - 017","충청북도","제천시","시도","","의병대로",3,"충청북도 제천시 동명로 77(명동)","충청북도 제천시 명동 68"
"14242","주정차 단속 - 019","충청북도","제천시","시도","","칠성로10길",3,"충청북도 제천시 칠성로10안길 1(의림동)","충청북도 제천시 의림동 7-44"
"14243","주정차 단속 - 019","충청북도","제천시","시도","","죽하로",3,"충청북도 제천시 죽하로 25(장락동)","충청북도 제천시 장락동 626"
"14244","주정차 단속 - 020","충청북도","제천시","시도","","내토로27길",3,"충청북도 제천시 의림대로4길 5-1(화산동)","충청북도 제천시 화산동 261"
"14245","주정차 단속 - 021","충청북도","제천시","시도","","명륜로",3,"","충청북도 제천시 중앙로2가 161"
"14246","주정차 단속 - 022","충청북도","제천시","시도","","풍양로",3,"","충청북도 제천시 의림동 275-32"
"14247","주정차 단속 - 023","충청북도","제천시","시도","","장락로",3,"","충청북도 제천시 장락동 1039"
"14248","주정차 단속 - 024","충청북도","제천시","시도","","하소로",3,"충청북도 제천시 하소로 39(하소동)","충청북도 제천시 하소동 88"
"14249","45710007","전라북도","완주군","기타","799","삼례로",3,"전라북도 완주군 삼례읍 삼봉로 19",""
"14250","F3645","경상북도","경주","일반국도","4호","대경로",2,"경상북도 경주시 서면 아화공단길 45","경상북도 경주시 서면 아화리 42"
"14251","F3646","경상북도","경주","일반국도","4호","대경로",1,"경상북도 경주시 건천읍 하늘마루길 18-22","경상북도 경주시 건천읍 용명리 1216-10"
"14252","F3648","경상북도","포항남부","일반국도","31호","영일만대로",2,"경상북도 포항시 남구 대송면 송덕로212번길 195","경상북도 포항시 남구 대송면 대각리 768"
"14253","F3649","경상북도","포항남부","시도","","해병로",1,"경상북도 포항시 남구 오천읍 해병로181번길 8","경상북도 포항시 남구 오천읍 구정리 578"
"14254","F3651","경상북도","구미","일반국도","25호","낙동대로",2,"경상북도 구미시 산동면 강동로 694-3","경상북도 구미시 산동면 인덕리 29-7"
"14255","F3654","경상북도","안동","일반국도","34호","경동로",1,"경상북도 안동시 임동면 갈전대실길 6","경상북도 안동시 임동면 갈전리 413-3"
"14256","F3655","경상북도","안동","일반국도","34호","경동로",1,"경상북도 안동시 송현길 23","경상북도 안동시 송현동 1136"
"14257","F3657","경상북도","상주","시도","","중앙로",1,"경상북도 상주시 쑤안길 92","경상북도 상주시 낙양동 302-3"
"14258","F3658","경상북도","문경","일반국도","3호","문경대로",2,"경상북도 문경시 마성면 동성길 142","경상북도 문경시 마성면 오천리 465-3"
"14259","F3659","경상북도","칠곡","일반국도","67호","석적로",2,"경상북도 칠곡군 석적읍 석적로 921","경상북도 칠곡군 석적읍 남율리 762-2"
"14260","F3660","경상북도","칠곡","일반국도","5호","경북대로",1,"경상북도 칠곡군 동명면 경북대로 719-17","경상북도 칠곡군 동명면 학명리 285"
"14261","F3663","경상북도","성주","일반국도","30호","성주로",1,"경상북도 성주군 선남면 성주로 3758-7","경상북도 성주군 선남면 관화리 산 1"
"14262","F3664","경상북도","예천","일반국도","28호","예영로",1,"경상북도 예천군 감천면 충효로 1690-12","경상북도 예천군 감천면 유리 520-2"
"14263","F3668","경상북도","군위","일반국도","5호","경북대로",2,"경상북도 군위군 효령면 경북대로 2200","경상북도 군위군 효령면 고곡리 372-1"
"14264","F3669","경상북도","군위","일반국도","28호","동부로",2,"경상북도 군위군 의흥면 동부로 840","경상북도 군위군 의흥면 파전리 192"
"14265","F3671","경상북도","고속도로","고속국도","1호","경부고속도",2,"","경상북도 김천시 신음동 1199-5"
"14266","F3772","경상북도","경주","일반국도","35호","반구대로",1,"","경상북도 경주시 내남면 용장리 1056"
"14267","F3773","경상북도","구미","시도","","산호대로",1,"경상북도 구미시 대학로2길 20-27","경상북도 구미시 거의동 398-2"
"14268","F3774","경상북도","구미","시도","","박정희로",2,"경상북도 구미시 박정희로 155","경상북도 구미시 상모동 산 62-1"
"14269","F3775","경상북도","청송","일반국도","31호","청송로",2,"경상북도 청송군 파천면 안파로 1357","경상북도 청송군 파천면 관리 787-2"
"14270","F3776","경상북도","고속도로","고속국도","30호","청주상주고속도",2,"","경상북도 상주시 가장동 산 102-1"
"14271","F4316","경상북도","경주","일반국도","7호","산업로",2,"경상북도 경주시 강동면 수궁서당길 10-4","경상북도 경주시 강동면 모서리 905-2"
"14272","F4317","경상북도","경주","일반국도","20호","건포산업로",1,"경상북도 경주시 천북면 천북산단로 191-89","경상북도 경주시 천북면 오야리 27"
"14273","F2192","경상북도","포항남부","기타","","건포산업로",2,"경상북도 포항시 남구 대송면 운제로 169","경상북도 포항시 남구 대송면 송동리 408-6"
"14274","F3019","경상북도","안동","일반국도","35호","충효로",2,"경상북도 안동시 임하면 금소길 533-20","경상북도 안동시 임하면 금소리 1028-146"
"14275","F3021","경상북도","안동","일반국도","34호","남순환로",1,"경상북도 안동시 남후면 배고개길 211-39","경상북도 안동시 남후면 검암리 36"
"14276","F3024","경상북도","영천","기타","","금창로",2,"경상북도 영천시 대창면 금창로 598","경상북도 영천시 대창면 대창리 694-9"
"14277","F3028","경상북도","문경","일반국도","3호","문경대로",2,"경상북도 문경시 문경읍 문경대로 2259-1","경상북도 문경시 문경읍 마원리 789-14"
"14278","F3031","경상북도","의성","일반국도","5호","경북대로",2,"경상북도 의성군 단촌면 신기길 55-51","경상북도 의성군 단촌면 세촌리 924-22"
"14279","F3035","경상북도","군위","일반국도","5호","경북대로",2,"경상북도 군위군 군위읍 경북대로 4207","경상북도 군위군 군위읍 오곡리 604-2"
"14280","F3037","경상북도","고령","군도","","영서로",2,"경상북도 고령군 쌍림면 하거2길 11","경상북도 고령군 쌍림면 하거리 190-2"
"14281","F3039","경상북도","고령","일반국도","26호","영서로",1,"경상북도 고령군 쌍림면 영서로 3251","경상북도 고령군 쌍림면 송림리 474-3"
"14282","F3041","경상북도","고속도로","고속국도","20호","대포",2,"","경상북도 영천시 화산면 부계리 산 35-1"
"14283","F3046","경상북도","고속도로","고속국도","1호","경부",2,"","대구광역시 북구 노곡동 389-1"
"14284","F3048","경상북도","고속도로","고속국도","1호","경부",2,"","경상북도 구미시 도량동 438-2"
"14285","F3050","경상북도","고속도로","고속국도","1호","경부",1,"","경상북도 구미시 오태동 산 11-4"
"14286","F3051","경상북도","고속도로","고속국도","1호","경부",1,"","경상북도 구미시 원평동 599-4"
"14287","F3307","경상북도","경산","일반국도","25호","경청로",2,"경상북도 경산시 남천면 경청로 903","경상북도 경산시 남천면 협석리 433-8"
"14288","F3310","경상북도","영주","시도","","영주로",1,"경상북도 영주시 대학로284번길 3-12","경상북도 영주시 가흥동 1522"
