"","무인교통단속카메라관리번호","시도명","시군구명","도로종류","도로노선번호","도로노선명","도로노선방향","소재지도로명주소","소재지지번주소"
"1","F9486","경기도","시흥시","시도","해당없음","해송십리로",3,"","경기도 시흥시 정왕동 2566"
"2","F9487","경기도","시흥시","시도","해당없음","해송십리로",3,"","경기도 시흥시 정왕동 2554"
"3","F9488","경기도","안산시","일반국도","39번","중앙대로",3,"","경기도 안산시 단원구 고잔동 821"
"4","F9489","경기도","안산시","시도","해당없음","해안로",3,"","경기도 안산시 상록구 사동 1636"
"5","F9490","경기도","안성시","시도","해당없음","안성맞춤대로",3,"","경기도 안성시 미양면 양변리 260-2"
"6","F9491","경기도","수원시","시도","해당없음","월드컵로",3,"","경기도 수원시 팔달구 우만동 293-12"
"7","F9492","경기도","수원시","시도","해당없음","팔달로",3,"","경기도 수원시 장안구 영화동 375-28"
"8","F9493","경기도","수원시","시도","해당없음","팔달로",3,"","경기도 수원시 장안구 영화동 349-7"
"9","F9494","경기도","수원시","시도","해당없음","서부로",3,"","경기도 수원시 장안구 이목동 243-22"
"10","F9495","경기도","수원시","시도","해당없음","권선로",3,"","경기도 수원시 권선구 세류동 227-12"
"11","F9496","경기도","수원시","시도","해당없음","오목천로",3,"","경기도 수원시 권선구 오목천동 438-5"
"12","F9497","경기도","수원시","시도","해당없음","팔달로",3,"","경기도 수원시 팔달구 고등동 169-2"
"13","F9498","경기도","광명시","시도","해당없음","오리로",3,"","경기도 광명시 일직동 228-1"
"14","F9499","경기도","안양시","시도","해당없음","충훈로",3,"","경기도 안양시 만안구 석수동 796-9"
"15","F9500","경기도","이천시","시도","12번","서이천로",3,"","경기도 이천시 마장면 표교리 540-11"
"16","F9501","경기도","수원시","시도","해당없음","구운로85번길",3,"","경기도 수원시 권선구 구운동 924-3"
"17","F9633","경기도","부천시","일반국도","39번","벌말로",3,"","경기도 부천시 대장동 675-22"
"18","F9634","경기도","부천시","시도","해당없음","중동로",3,"","경기도 부천시 중동 45-15"
"19","F9635","경기도","부천시","시도","해당없음","상이로",3,"","경기도 부천시 상동 586-3"
"20","F9636","경기도","부천시","시도","해당없음","조마루로",3,"","경기도 부천시 중동 1174"
"21","F9637","경기도","부천시","시도","해당없음","상일로",3,"","경기도 부천시 상동 473"
"22","F9638","경기도","부천시","시도","해당없음","범안로",3,"","경기도 부천시 계수동 67-12"
"23","F9639","경기도","부천시","시도","해당없음","장말로",3,"","경기도 부천시 상동 418-1"
"24","F9640","경기도","부천시","시도","해당없음","석천로",3,"","경기도 부천시 중동 1228-1"
"25","F9198","경기도","용인시","일반국도","17번","죽양대로",3,"","경기도 용인시 처인구 양지면 평창리 808-2"
"26","F9199","경기도","수원시","시도","해당없음","센트럴파크로",3,"","경기도 수원시 영통구 이의동 1381-6"
"27","F9200","경기도","수원시","시도","해당없음","센트럴파크로",3,"","경기도 수원시 영통구 이의동 1381-6"
"28","F9201","경기도","평택시","일반국도","77번","포승향남로",3,"","경기도 평택시 포승읍 도곡리 1206"
"29","F9202","경기도","화성시","일반국도","77번","포승향남로",3,"","경기도 화성시 우정읍 이화리 산 58-8"
"30","F9203","경기도","시흥시","일반국도","39번","수인로",3,"","경기도 시흥시 군자동 121-3"
"31","F9204","경기도","김포시","시도","해당없음","김포한강1로",3,"","경기도 김포시 운양동 1304-11"
"32","F9205","경기도","김포시","지방도","355번","흥신로",3,"","경기도 김포시 양촌읍 흥신리 352-3"
"33","F9206","경기도","안산시","시도","해당없음","용신로",3,"","경기도 안산시 상록구 본오동 874-7"
"34","F9207","경기도","안산시","시도","해당없음","신안산대학로",3,"","경기도 안산시 단원구 초지동747-3"
"35","F9208","경기도","안산시","시도","해당없음","대부황금로",3,"","경기도 안산시 단원구 대부북동 1855-42"
"36","F9209","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 고촌읍 풍곡리 450-2"
"37","F9210","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 고촌읍 풍곡리 450-2"
"38","F9211","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 고촌읍 풍곡리 450-2"
"39","F9212","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 걸포동 924-1"
"40","F9213","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 걸포동 924-1"
"41","F9214","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 걸포동 924-1"
"42","F9215","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 걸포동 924-1"
"43","F9216","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 걸포동 924-1"
"44","F9217","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 걸포동 924-1"
"45","F9218","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 고촌읍 풍곡리 450-1"
"46","F9219","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 고촌읍 풍곡리 450-1"
"47","F9220","경기도","김포시","일반국도","48번","태장로",3,"","경기도 김포시 고촌읍 풍곡리 450-1"
"48","F9484","경기도","시흥시","시도","해당없음","해송십리로",3,"","경기도 시흥시 정왕동 1772-6"
"49","F9485","경기도","시흥시","시도","해당없음","해송십리로",3,"","경기도 시흥시 정왕동 1775-1"
"50","F9038","경기도","양평군","군도","12번","중앙로",3,"","경기도 양평군 양평읍 공흥리 750-4"
"51","F9100","경기도","수원시","시도","해당없음","권선로",3,"","경기도 수원시 영통구 신동 529-15"
"52","F9101","경기도","화성시","지방도","318번","시청로",3,"","경기도 화성시 남양읍 남양리 2144-3"
"53","F9148","경기도","의왕시","일반국도","1번","경수대로",3,"","경기도 의왕시 오전동 118-7"
"54","F9149","경기도","의왕시","지방도","57번","안양판교로",3,"","경기도 의왕시 청계동 530-4"
"55","F9150","경기도","시흥시","일반국도","77번","서해안로",3,"","경기도 시흥시 정왕동 1773-5"
"56","F9151","경기도","시흥시","일반국도","77번","서해안로",3,"","경기도 시흥시 정왕동 1776"
"57","F9152","경기도","이천시","시도","해당없음","남이천로",3,"","경기도 이천시 모가면 어농리 482-2"
"58","F9153","경기도","성남시","고속국도","171번","용인-서울",3,"","경기도 성남시 분당구 운중동 914-1"
"59","F9182","경기도","시흥시","시도","해당없음","동서로",3,"","경기도 시흥시 하중동 794-4"
"60","F9183","경기도","이천시","지방도","337번","황무로",3,"","경기도 이천시 신둔면 인후리 218"
"61","F9184","경기도","안산시","일반국도","42번","수인로",3,"","경기도 안산시 상록구 팔곡일동 605-13"
"62","F9185","경기도","안산시","일반국도","42번","수인로",3,"","경기도 안산시 상록구 일동 706"
"63","F9186","경기도","안산시","일반국도","42번","수인로",3,"","경기도 안산시 상록구 장상동 210-2"
"64","F9187","경기도","안산시","일반국도","42번","수인로",3,"","경기도 안산시 상록구 일동 648"
"65","F9188","경기도","안산시","시도","해당없음","동산로",3,"","경기도 안산시 단원구 초지동 606-1"
"66","F9189","경기도","안산시","시도","해당없음","화랑로",3,"","경기도 안산시 단원구 고잔동 666-1"
"67","F9190","경기도","안산시","시도","해당없음","해안로",3,"","경기도 안산시 상록구 사동 1432"
"68","F9191","경기도","용인시","시도","해당없음","신봉1로",3,"","경기도 용인시 수지구 신봉동 1004"
"69","F9192","경기도","용인시","시도","해당없음","용구대로 2469번길",3,"","경기도 용인시 기흥구 보정동 265-1"
"70","F9193","경기도","용인시","시도","해당없음","용구대로",3,"","경기도 용인시 기흥구 보정동 573-19"
"71","F9194","경기도","용인시","지방도","315번","중부대로",3,"","경기도 용인시 기흥구 상하동 59-1"
"72","F9195","경기도","용인시","지방도","321번","백자로",3,"","경기도 용인시 처인구 이동읍 서리 692-1"
"73","F9196","경기도","용인시","시도","해당없음","석성로",3,"","경기도 용인시 처인구 포곡읍 마성리 553-2"
"74","F9197","경기도","용인시","일반국도","45번","백옥대로",3,"","경기도 용인시 처인구 모현읍 왕산리 425-8"
"75","동두천-011","경기도","동두천시","시도","중1-19","지행로",3,"경기도 동두천시 지행로 50","경기도 동두천시 지행동 718-2"
"76","동두천-012","경기도","동두천시","시도","중2-2","중앙로",3,"경기도 동두천시 중앙로 306","경기도 동두천시 생연동 611-76"
"77","동두천-013","경기도","동두천시","지방도","364번","삼육사로",3,"경기도 동두천시 삼육사로 975","경기도 동두천시 생연동 370-2"
"78","동두천-014","경기도","동두천시","일반국도","3번","평화로",3,"경기도 동두천시 평화로 2419","경기도 동두천시 생연동 447-1"
"79","동두천-015","경기도","동두천시","시도","소3-147","중앙로",3,"경기도 동두천시 중앙로 267","경기도 동두천시 생연동 593-6"
"80","동두천-016","경기도","동두천시","시도","중1-19","중앙로",3,"경기도 동두천시 중앙로 185","경기도 동두천시 생연동 714-7"
"81","동두천-017","경기도","동두천시","시도","소3-149","중앙로",3,"경기도 동두천시 중앙로 285","경기도 동두천시 생연동 607-10"
"82","동두천-018","경기도","동두천시","시도","중1-2","중앙로",3,"경기도 동두천시 중앙로 366","경기도 동두천시 생연동 538-8"
"83","동두천-019","경기도","동두천시","시도","중2-40","중앙로",3,"경기도 동두천시 중앙로 110-32","경기도 동두천시 지행동 722-11"
"84","동두천-020","경기도","동두천시","시도","중1-22","지행로",3,"경기도 동두천시 지행로 38","경기도 동두천시 지행동 717-4"
"85","동두천-021","경기도","동두천시","시도","중1-23","중앙로",3,"경기도 동두천시 중앙로 110-18","경기도 동두천시 지행동 722-1"
"86","동두천-022","경기도","동두천시","일반국도","3번","평화로",3,"경기도 동두천시 평화로 2285","경기도 동두천시 지행동 424-1"
"87","동두천-023","경기도","동두천시","시도","중1-19","장고갯로",3,"경기도 동두천시 장고갯로 287","경기도 동두천시 보산동 438-17"
"88","동두천-024","경기도","동두천시","시도","중3-26","중앙로",3,"경기도 동두천시 중앙로 134-12","경기도 동두천시 지행동 694"
"89","동두천-025","경기도","동두천시","시도","중3-26","중앙로",3,"경기도 동두천시 중앙로 134-22","경기도 동두천시 지행동 694-6"
"90","동두천-026","경기도","동두천시","일반국도","3번","평화로",3,"경기도 동두천시 평화로 2924","경기도 동두천시 상봉암동 131-1"
"91","동두천-027","경기도","동두천시","시도","중1-23","동두천로",3,"경기도 동두천시 동두천로 111","경기도 동두천시 지행동 721-4"
"92","동두천-028","경기도","동두천시","시도","중2-39","중앙로",3,"경기도 동두천시 중앙로 110-23","경기도 동두천시 지행동 719-2"
"93","동두천-029","경기도","동두천시","시도","소2-80","어수로",3,"경기도 동두천시 어수로83번길 37","경기도 동두천시 생연동 660-10"
"94","동두천-030","경기도","동두천시","시도","중1-4","삼육사로",3,"경기도 동두천시 삼육사로 1020","경기도 동두천시 생연동 396-1"
"95","동두천-031","경기도","동두천시","시도","중2-39","지행로",3,"경기도 동두천시 지행로 64","경기도 동두천시 지행동 721-1"
"96","동두천-032","경기도","동두천시","일반국도","3번","평화로",3,"경기도 동두천시 평화로 2539","경기도 동두천시 보산동 422"
"97","동두천-033","경기도","동두천시","시도","중3-26","중앙로",3,"경기도 동두천시 중앙로 134-30","경기도 동두천시 지행동 694-4"
"98","동두천-034","경기도","동두천시","시도","소2-63","지행로",3,"경기도 동두천시 지행로 121","경기도 동두천시 지행동 330"
"99","동두천-035","경기도","동두천시","시도","중1-19","지행로",3,"경기도 동두천시 지행로 12","경기도 동두천시 지행동 717-2"
"100","F8689","경기도","안산시","시도","해당없음","성곡로",3,"","경기도 안산시 단원구 신길동 1507"
"101","F8988","경기도","과천시","지방도","309번","과천대로",3,"","경기도 과천시 과천동 산106-6"
"102","F8989","경기도","김포시","일반국도","48번","김포대로",3,"","경기도 김포시 장기동 18-13"
"103","F8990","경기도","부천시","시도","22번","역곡로",3,"","경기도 부천시 작동 201-18"
"104","F8991","경기도","수원시","일반국도","1번","경수대로",3,"","경기도 수원시 장안구 영화동 87"
"105","F8992","경기도","수원시","시도","해당없음","덕영대로",3,"","경기도 수원시 장안구 율전동 185-2"
"106","F8993","경기도","시흥시","일반국도","42번","수인로",3,"","경기도 시흥시 조남동 95-2"
"107","F8994","경기도","안성시","일반국도","38번","서동대로",3,"","경기도 안성시 일죽면 송천리 569-3"
"108","F8995","경기도","여주시","일반국도","37번","세종로",3,"","경기도 여주시 교동 33-1"
"109","F8996","경기도","용인시","지방도","43번","포은대로",3,"","경기도 용인시 수지구 풍덕천동 1124-1"
"110","F8997","경기도","화성시","일반국도","43번","삼천병마로",3,"","경기도 화성시 봉담읍 유리 136-3"
"111","F8998","경기도","화성시","지방도","309번","서봉로",3,"","경기도 화성시 향남읍 관리5-1"
"112","F9025","경기도","수원시","시도","해당없음","영통로",3,"","경기도 수원시 영통구 망포동 398-1"
"113","F9026","경기도","여주시","지방도","333번","여주남로",3,"","경기도 여주시 월송동 379-6"
"114","F9027","경기도","여주시","일반국도","42번","중부대로",3,"","경기도 여주시 능서면 신지리 22-21"
"115","F9028","경기도","광주시","시도","7번","도척윗로",3,"","경기도 광주시 도척면 도웅리 125-1"
"116","F9029","경기도","광주시","시도","7번","도척윗로",3,"","경기도 광주시 도척면 도웅리 127-3"
"117","F9030","경기도","안양시","시도","해당없음","경수대로",3,"","경기도 안양시 만안구 석수동 100"
"118","F9031","경기도","수원시","시도","해당없음","영통로",3,"","경기도 수원시 영통구 망포동 395-9"
"119","F9032","경기도","수원시","시도","해당없음","봉영로",3,"","경기도 수원시 영통구 영통동 1053-1"
"120","F9033","경기도","수원시","일반국도","43번","창룡대로",3,"","경기도 수원시 영통구 이의동 1294-7"
"121","F9034","경기도","수원시","일반국도","43번","창룡대로",3,"","경기도 수원시 영통구 이의동 산13-79"
"122","F9035","경기도","이천시","시도","4번","이섭대천로",3,"","경기도 이천시 호법면 매곡리 1182-8"
"123","F9036","경기도","성남시","시도","해당없음","판교로",3,"","경기도 성남시 분당구 삼평동 722-2"
"124","F9037","경기도","성남시","시도","해당없음","공원로",3,"","경기도 성남시 중원구 중앙동 2376"
"125","F8297","경기도","수원시","시도","해당없음","덕영대로",3,"","경기도 수원시 장안구 율전동 529"
"126","F8301","경기도","부천시","시도","해당없음","부일로",3,"","경기도 부천시 중동809"
"127","F8302","경기도","부천시","시도","해당없음","장말로",3,"","경기도 부천시 중동 881-4"
"128","F8303","경기도","부천시","시도","해당없음","도약로",3,"","경기도 부천시 상동 525-3"
"129","F8304","경기도","부천시","시도","22번","역곡로",3,"","경기도 부천시 작동 122-3"
"130","F8306","경기도","양평군","일반국도","6번","경강로",3,"","경기도 양평군 청운면 갈운리 492-5"
"131","F8307","경기도","과천시","일반국도","47번","중앙로",3,"","경기도 과천시 과천동 347-10"
"132","F8308","경기도","평택시","시도","해당없음","포승상단로",3,"","경기도 평택시 포승읍 만호리 676"
"133","F8309","경기도","평택시","일반국도","38번","서동대로",3,"","경기도 평택시 포승읍 만호리 산 60-1"
"134","F8310","경기도","평택시","일반국도","45번","남북대로",3,"","경기도 평택시 팽성읍 추팔리 204-11"
"135","F8313","경기도","김포시","시도","해당없음","김포한강7로",3,"","경기도 김포시 구래동 6907"
"136","F8314","경기도","김포시","시도","해당없음","김포한강7로",3,"","경기도 김포시 구래동 6906"
"137","F8315","경기도","김포시","시도","해당없음","아라육로152번길",3,"","경기도 김포시 고촌읍 신곡리 686"
"138","F8316","경기도","김포시","시도","해당없음","아라육로",3,"","경기도 김포시 고촌읍 전호리 721"
"139","F8317","경기도","김포시","시도","해당없음","아라육로152번길",3,"","경기도 김포시 고촌읍 전호리 647"
"140","F8318","경기도","김포시","시도","해당없음","아라육로152번길",3,"","경기도 김포시 고촌읍 전호리 688"
"141","F8319","경기도","광명시","시도","해당없음","오리로",3,"","경기도 광명시 소하동 1055-2"
"142","F8377","경기도","부천시","시도","2번","봉오대로",3,"","경기도 부천시 고강동 37"
"143","F8498","경기도","안성시","일반국도","38번","서동대로",3,"","경기도 안성시 삼죽면 진촌리 395-7"
"144","F8499","경기도","안성시","일반국도","38번","서동대로",3,"","경기도 안성시 삼죽면 진촌리 302-12"
"145","F8500","경기도","안성시","일반국도","38번","서동대로",3,"","경기도 안성시 신소현동 49-5"
"146","F8501","경기도","이천시","일반국도","42번","중부대로",3,"","경기도 이천시 부발읍 신원리 558-36"
"147","F8502","경기도","이천시","일반국도","3번","경충대로",3,"","경기도 이천시 부발읍 신하리 207-8"
"148","F8503","경기도","이천시","시도","4번","이섭대천로",3,"","경기도 이천시 호법면 후안리 144-7"
"149","F8504","경기도","여주시","시도","해당없음","강변북로",3,"","경기도 여주시 현암동 644-3"
"150","F9315","대구광역시","수성","시도","13호선,55호선","신천동로",1,"대구광역시 수성구 신천동로 364","대구광역시 수성구 수성동1가 96-16"
"151","F9316","대구광역시","달서","시도","37호선","송현로",1,"대구광역시 달서구 송현로 156","대구광역시 달서구 송현동 581"
"152","F9317","대구광역시","수성","시도","40호선","달구벌대로",2,"대구광역시 수성구 달구벌대로 2451","대구광역시 수성구 범어동 405-16"
"153","F9318","대구광역시","성서","일반국도","30","달구벌대로",1,"대구광역시 달서구 달구벌대로 1467","대구광역시 달서구 장기동 427-19"
"154","F9319","대구광역시","강북","시도","47호선,74호선","구암로",2,"대구광역시 북구 구암로","대구광역시 북구 국우동 1101-12"
"155","F9320","대구광역시","강북","시도","10호선,13호선","호국로",1,"대구광역시 북구 호국로","대구광역시 북구 서변동 1800"
"156","F9589","대구광역시","중부","시도","40호선","달구벌대로",1,"대구광역시 중구 달구벌대로 2042","대구광역시 중구 남산동 279"
"157","F9590","대구광역시","수성","시도","77호선","동대구로",1,"대구광역시 수성구 동대구광역시로 310","대구광역시 수성구 범어동 836"
"158","F9591","대구광역시","수성","시도","28호선,83호선","청수로",1,"대구광역시 수성구 청수로","대구광역시 수성구 두산동 113"
"159","F9592","대구광역시","서부","일반국도","30","당산로",1,"대구광역시 달서구 당산로 193","대구광역시 달서구 감삼동 106-3"
"160","F9593","대구광역시","북부","일반국도","4","노원로",2,"대구광역시 북구 노원로 32","대구광역시 북구 노원동3가 883-3"
"161","F9594","대구광역시","강북","시도","12호선","서변남로",2,"대구광역시 북구 서변남로","대구광역시 북구 서변동 1372-11"
"162","F9595","대구광역시","중부","시도","시도 번호없음","남산로",2,"대구광역시 중구 남산로 77","대구광역시 중구 남산동 103-11"
"163","F9596","대구광역시","동부","시도","71호선","송라로",1,"대구광역시 동구 송라로 38","대구광역시 동구 신천동 179-3"
"164","F9597","대구광역시","동부","시도","67호선","아양로",1,"대구광역시 동구 아양로 147","대구광역시 동구 신암4동 149-34"
"165","F9598","대구광역시","동부","시도","시도 번호없음","반야월로",2,"대구광역시 동구 반야월로","대구광역시 동구 율하동 840-82"
"166","F9599","대구광역시","수성","시도","28호선,83호선","청수로",1,"대구광역시 수성구 청수로","대구광역시 수성구 만촌동 1185-3"
"167","F9600","대구광역시","수성","시도","38호선,51호선","명덕로",1,"대구광역시 수성구 명덕로 378","대구광역시 수성구 수성동1가 272-10"
"168","F9601","대구광역시","달서","일반국도","30","달구벌대로",1,"대구광역시 달서구 달구벌대로 1760","대구광역시 달서구 두류동 1290-1"
"169","F9602","대구광역시","달성","지방도","30","가창로",2,"대구광역시 달성군 가창면 가창로 1007","대구광역시 달성군 가창면 용계리 543"
"170","F9603","대구광역시","달성","일반국도","30","달구벌대로",1,"대구광역시 달성군 다사읍 달구벌대로 844","대구광역시 달성군 다사읍 죽곡리 산 61-2"
"171","F9731","대구광역시","수성","시도","10호선","앞산터널로",2,"대구광역시 수성구 앞산터널로 503","대구광역시 수성구 파동 546-1"
"172","F9732","대구광역시","수성","시도","10호선","앞산터널로",2,"대구광역시 수성구 앞산터널로 503","대구광역시 수성구 파동 546-1"
"173","F9733","대구광역시","수성","시도","10호선","앞산터널로",2,"대구광역시 수성구 앞산터널로 503","대구광역시 수성구 파동 546-1"
"174","F9734","대구광역시","달서","시도","22호선","앞산순환로",2,"대구광역시 달서구 앞산순환로 12-60","대구광역시 달서구 상인동 1326-1"
"175","F73","강원도","강릉시","시도","","남산초교길",1,"강원도 강릉시 남산초교길 33","강원도 강릉시 내곡동 125"
"176","F74","강원도","강릉시","시도","","선수촌로",1,"강원도 강릉시 선수촌로 100","강원도 강릉시 유천동 766"
"177","F75","강원도","강릉시","시도","","율곡로",1,"강원도 강릉시 율곡로2968번길 10","강원도 강릉시 교동 310-1"
"178","F76","강원도","강릉시","시도","","가작로",1,"강원도 강릉시 가작로287번길 20","강원도 강릉시 포남동 1085"
"179","F77","강원도","강릉시","시도","","강변로",1,"강원도 강릉시 강변로 114","강원도 강릉시 내곡동 476"
"180","F78","강원도","강릉시","시도","","난설헌로",1,"강원도 강릉시 난설헌로 232","강원도 강릉시 초당동 355"
"181","F79","강원도","강릉시","시도","","수문길",1,"강원도 강릉시 수문길 25","강원도 강릉시 옥천동 111"
"182","F80","강원도","강릉시","시도","","경포로",1,"강원도 강릉시 경포로 42","강원도 강릉시 교동 1799-11"
"183","F81","강원도","강릉시","시도","","항구로",1,"강원도 강릉시 주문진읍 항구로 40","강원도 강릉시 주문진읍 주문리 329-19"
"184","F82","강원도","강릉시","시도","","선수촌로",1,"강원도 강릉시 선수촌로 64-28","강원도 강릉시 홍제동 577"
"185","F83","강원도","강릉시","시도","","교동광장로",1,"강원도 강릉시 교동광장로 138-15","강원도 강릉시 교동 1767"
"186","F6226","전라남도","강진군","일반국도","18번","강진서부로",3,"","전라남도 강진군 강진읍 학명리 446-2"
"187","F6227","전라남도","강진군","일반국도","18번","강진서부로",3,"","전라남도 강진군 강진읍 학명리 447-2"
"188","F6400","전라남도","강진군","일반국도","2번","녹색로",3,"","전라남도 강진군 강진읍 남포리 18-48"
"189","F7171","전라남도","강진군","일반국도","23번","청자로",3,"","전라남도 강진군 대구면 저두리 산 82-1"
"190","F7960","전라남도","강진군","지방도","55번","백도로",3,"","전라남도 강진군 도암면 석문리 1140"
"191","F7961","전라남도","강진군","일반국도","13번","예향로",3,"","전라남도 강진군 성전면 송월리 106-2"
"192","F7962","전라남도","강진군","일반국도","18번","강진서부로",3,"","전라남도 강진군 도암면 덕서리 산36-1"
"193","F8486","전라남도","강진군","일반국도","2번","녹색로",3,"","전라남도 강진군 강진읍 송전리 848-2"
"194","F8487","전라남도","강진군","일반국도","2번","녹색로",3,"","전라남도 강진군 군동면 삼신리 99-20"
"195","F8488","전라남도","강진군","일반국도","2번","녹색로",3,"","전라남도 강진군 성전면 월평리 1203-3"
"196","F8489","전라남도","강진군","일반국도","2번","녹색로",3,"","전라남도 강진군 강진읍 서산리 84-28"
"197","F9547","전라남도","강진군","일반국도","23번","청자로",3,"","전라남도 강진군 칠량면 영동리 360-14"
"198","F9548","전라남도","강진군","일반국도","23번","청자로",3,"","전라남도 강진군 군동면 삼신리 856-13"
"199","G0465","전라남도","강진군","지방도","55번","백도로",3,"","전라남도 강진군 신전면 용월리 산15-8"
"200","G1833","전라남도","강진군","일반국도","23번","청자로",3,"","전라남도 강진군 대구면 저두리 63-3"
"201","G2925","전라남도","강진군","군도","18번","보은로",3,"","전라남도 강진군 강진읍 평동리 110-11"
"202","F45","강원도","강릉시","시도","","화부산로",1,"강원도 강릉시 화부산로 127","강원도 강릉시 교동 787-2"
"203","F46","강원도","강릉시","시도","","금성로",1,"강원도 강릉시 금성로12번길 8","강원도 강릉시 금학동 1-9"
"204","F47","강원도","강릉시","시도","","금성로",1,"강원도 강릉시 금성로 9","강원도 강릉시 성남동 309-3"
"205","F48","강원도","강릉시","시도","","용지로",1,"강원도 강릉시 용지로148","강원도 강릉시 옥천동 351"
"206","F49","강원도","강릉시","시도","","창해로",1,"강원도 강릉시 창해로14번길 16","강원도 강릉시 견소동 286"
"207","F50","강원도","강릉시","시도","","창해로",1,"강원도 강릉시 창해로14번길 40","강원도 강릉시 견소동 158-1"
"208","F51","강원도","강릉시","시도","","용지로",1,"강원도 강릉시 용지로 174","강원도 강릉시 교동 108-13"
"209","F52","강원도","강릉시","시도","","명륜로",1,"강원도 강릉시 명륜로 59","강원도 강릉시 교동 118-2"
"210","F53","강원도","강릉시","시도","","솔올로",1,"강원도 강릉시 솔올로 32","강원도 강릉시 교동 1918"
"211","F54","강원도","강릉시","시도","","교동광장로",1,"강원도 강릉시 교동광장로 107","강원도 강릉시 교동 1880-3"
"212","F55","강원도","강릉시","시도","","하슬라로",1,"강원도 강릉시 하슬라로 173","강원도 강릉시 교동 1874-3"
"213","F56","강원도","강릉시","시도","","정원로",1,"강원도 강릉시 정원로 73-1","강원도 강릉시 교동 1912"
"214","F57","강원도","강릉시","시도","","선수촌로",1,"강원도 강릉시 선수촌로 77","강원도 강릉시 유천동 789"
"215","F58","강원도","강릉시","시도","","임영로",1,"강원도 강릉시 임영로 149","강원도 강릉시 임당동 201"
"216","F59","강원도","강릉시","시도","","경강로",1,"강원도 강릉시 경강로 2189","강원도 강릉시 포남동 1197-35"
"217","F60","강원도","강릉시","시도","","임영로",1,"강원도 강릉시 임영로 192","강원도 강릉시 교동 162-209"
"218","F61","강원도","강릉시","시도","","회산로",1,"강원도 강릉시 회산로","강원도 강릉시 회산동 581"
"219","F62","강원도","강릉시","시도","","경강로",1,"강원도 강릉시 경강로2664","강원도 강릉시 견소동 280-6"
"220","F63","강원도","강릉시","시도","","노가니길",1,"강원도 강릉시 노가니길 31","강원도 강릉시 노암동 824-10"
"221","F64","강원도","강릉시","시도","","노가니길",1,"강원도 강릉시 노가니길 14","강원도 강릉시 노암동 279-23"
"222","F65","강원도","강릉시","시도","","경강로",1,"강원도 강릉시 경강로2310번길 7","강원도 강릉시 포남동 1278-181"
"223","F66","강원도","강릉시","시도","","신대학길",1,"강원도 강릉시 신대학길 17","강원도 강릉시 성내동 34"
"224","F67","강원도","강릉시","시도","","중앙시장3길",1,"강원도 강릉시 중앙시장3길 23","강원도 강릉시 성남동 210"
"225","F68","강원도","강릉시","시도","","경강로",1,"강원도 강릉시 경강로","강원도 강릉시 견소동 206-1"
"226","F69","강원도","강릉시","시도","","화부산로",1,"강원도 강릉시 화부산로 89","강원도 강릉시 교1동 1133-2"
"227","F70","강원도","강릉시","시도","","경강로",1,"강원도 강릉시 경강로 2448","강원도 강릉시 송정동 159-7"
"228","F71","강원도","강릉시","시도","","임영로",1,"강원도 강릉시 임영로 178","강원도 강릉시 임당동 200"
"229","F72","강원도","강릉시","시도","","용지로",1,"강원도 강릉시 용지로 176","강원도 강릉시 교동 118"
"230","F17","강원도","강릉시","시도","","솔올로",1,"강원도 강릉시 솔올로 9","강원도 강릉시 교동 1775"
"231","F18","강원도","강릉시","시도","","솔올로",1,"강원도 강릉시 솔올로 90","강원도 강릉시 교동 1929"
"232","F19","강원도","강릉시","시도","","시장길",1,"강원도 강릉시 주문진읍 시장길 58","강원도 강릉시 주문진읍 주문리 312-4"
"233","F20","강원도","강릉시","시도","","금성로",1,"강원도 강릉시 금성로 62","강원도 강릉시 성남동 114-1"
"234","F21","강원도","강릉시","시도","","경강로",1,"강원도 강릉시 경강로 2251","강원도 강릉시 포남동 1147-5"
"235","F22","강원도","강릉시","시도","","경강로",1,"강원도 강릉시 경강로 2206","강원도 강릉시 포남동 1197-35"
"236","F23","강원도","강릉시","시도","","경강로",1,"강원도 강릉시 경강로 2222","강원도 강릉시 포남동 1197-35"
"237","F24","강원도","강릉시","시도","","성덕포남로",1,"강원도 강릉시 성덕포남로 158","강원도 강릉시 포남동 1197-16"
"238","F25","강원도","강릉시","시도","","강릉대로",1,"강원도 강릉시 강릉대로 245","강원도 강릉시 교동 156-45"
"239","F26","강원도","강릉시","시도","","강릉대로",1,"강원도 강릉시 강릉대로 265","강원도 강릉시 교동 149-4"
"240","F27","강원도","강릉시","시도","","강릉대로",1,"강원도 강릉시 강릉대로 279-1","강원도 강릉시 교동 108"
"241","F28","강원도","강릉시","시도","","성덕포남로",1,"강원도 강릉시 성덕포남로 70","강원도 강릉시 입암동 95"
